Date,Repository,URL,Stars,Tags,Description
2023-03-13,alpaca-lora,https://github.com/tloen/alpaca-lora,16878,🔠 🚌 2️⃣,Instruct-tune LLaMA on consumer hardware
2023-03-12,bloomz.cpp,https://github.com/NouamaneTazi/bloomz.cpp,790,🔠 ✂️ 💡,C++ implementation for BLOOM
2023-03-12,dalai,https://github.com/cocktailpeanut/dalai,12700,"🔠 🔨 ""CSS""",The simplest way to run LLaMA on your local machine
2023-03-12,cursor,https://github.com/getcursor/cursor,17341,🔠 ❓,An editor made for programming with AI 🤖
2023-03-11,sd-webui-cutoff,https://github.com/hnmr293/sd-webui-cutoff,968,🖼️ 🔌,Cutoff - Cutting Off Prompt Effect
2023-03-11,chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,17230,"🔠 🔨 ""TypeScript""",An open source ChatGPT UI.
2023-03-11,sql-translator,https://github.com/whoiskatrin/sql-translator,3670,"🔠 🔨 ""TypeScript""",SQL Translator is a tool for converting natural language queries into SQL code using artificial intelligence. This project is 100% free and open source.
2023-03-10,ChatGPT_JCM,https://github.com/202252197/ChatGPT_JCM,2725,"🔠 🔨 ""Vue""",OpenAI管理界面，聚合了OpenAI的所有接口进行界面操作(所有模型、图片、音频、微调、文件)等，支持Markdown格式(公式、图表，表格)等，GPT4接口官方只是在申请阶段，后期会一点一点的将OpenAI接口进行接入大家支持一下，微信群号在下方，右上角点个Star，我会一直更新下去，大家一起学习，一起加油，一起努力，一起成长。
2023-03-10,chain-of-thought-hub,https://github.com/FranxYao/chain-of-thought-hub,1859,🔠 📝,Benchmarking large language models' complex reasoning ability with chain-of-thought prompting
2023-03-10,document.ai,https://github.com/GanymedeNil/document.ai,3282,"🔠 🔨 ""Python""",基于向量数据库与GPT3.5的通用本地知识库方案(A universal local knowledge base solution based on vector database and GPT3.5)
2023-03-10,marvin,https://github.com/PrefectHQ/marvin,3241,"🔠 🔨 ""Python""",✨ Build AI interfaces that spark joy
2023-03-10,ChatGPT-Next-Web,https://github.com/Yidadaa/ChatGPT-Next-Web,42094,"🔠 🔨 ""TypeScript""",A well-designed cross-platform ChatGPT UI (Web / PWA / Linux / Win / MacOS). 一键拥有你自己的跨平台 ChatGPT 应用。
2023-03-10,ChatGPTProxy,https://github.com/acheong08/ChatGPTProxy,1248,"🔠 🔨 ""Go""",Simple Cloudflare bypass for ChatGPT
2023-03-10,poe-api,https://github.com/ading2210/poe-api,2449,"🔠 🔨 ""Python""","[MAINTAINERS NEEDED] A reverse engineered Python API wrapper for Quora's Poe, which provides free access to ChatGPT, GPT-4, and Claude."
2023-03-10,llama.cpp,https://github.com/ggerganov/llama.cpp,39709,🔠 ✂️ 💡,Port of Facebook's LLaMA model in C/C++
2023-03-10,markprompt,https://github.com/motifland/markprompt,2090,"🔠 🔨 ""TypeScript""",Enterprise-grade AI chatbots for your website and docs
2023-03-10,so-vits-svc,https://github.com/svc-develop-team/so-vits-svc,18665,🎵 🚌 2️⃣,SoftVC VITS Singing Voice Conversion
2023-03-10,stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,26558,🔠 ⛽ 🚌 2️⃣,"Code and documentation to train Stanford's Alpaca models, and generate the data."
2023-03-10,unidiffuser,https://github.com/thu-ml/unidiffuser,1070,🖼️ 🚌,"Code and models for the paper ""One Transformer Fits All Distributions in Multi-Modal Diffusion"""
2023-03-09,GroundingDINO,https://github.com/IDEA-Research/GroundingDINO,2967,🔠 🖼️ 🚌 2️⃣,"Official implementation of the paper ""Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection"""
2023-03-09,ChatGPT-Desktop,https://github.com/Synaptrix/ChatGPT-Desktop,1632,"🔠 🔨 ""Vue""",Fuel your productivity with ChatGPT-Desktop - Blazingly fast and supercharged!
2023-03-09,llama-chat,https://github.com/randaller/llama-chat,790,"🔠 🔨 ""Python""",Chat with Meta's LLaMA models at home made easy
2023-03-09,light-gpt,https://github.com/riwigefi/light-gpt,1080,"🔠 🔨 ""TypeScript""",Light-GPT is an interactive website project based on the GPT-3.5-Turbo Model.
2023-03-08,chatgpt-i18n,https://github.com/ObservedObserver/chatgpt-i18n,677,"🔠 🔨 ""TypeScript""",Localize your websites with AI assistance.
2023-03-08,LLaMA_MPS,https://github.com/jankais3r/LLaMA_MPS,569,🔠 💡,Run LLaMA (and Stanford-Alpaca) inference on Apple Silicon GPUs.
2023-03-08,ChatPaper,https://github.com/kaixindelele/ChatPaper,14600,"🔠 🔨 ""Python""",Use ChatGPT to summarize the arXiv papers. 全流程加速科研，利用chatgpt进行论文全文总结+专业翻译+润色+审稿+审稿回复
2023-03-08,myGPTReader,https://github.com/madawei2699/myGPTReader,4181,"🔠 🔨 ""Python""",A community-driven way to read and chat with AI bots - powered by chatGPT.
2023-03-07,pdfGPT,https://github.com/bhaskatripathi/pdfGPT,5800,"🔠 🔨 ""Python""",PDF GPT allows you to chat with the contents of your PDF file by using GPT capabilities. The most effective open source solution to turn your pdf files in a chatbot!
2023-03-07,openai-gpt-dev-notes-for-cn-developer,https://github.com/easychen/openai-gpt-dev-notes-for-cn-developer,1289,🔠 📝,如何快速开发一个OpenAI/GPT应用：国内开发者笔记
2023-03-07,subtitle-translator-electron,https://github.com/gnehs/subtitle-translator-electron,1244,🔠 🔨,↔️ Translate subtitle using ChatGPT
2023-03-06,chatbox,https://github.com/Bin-Huang/chatbox,14447,"🔠 🔨 ""TypeScript""","Chatbox is a desktop app for multiple cutting-edge LLM models that available on Windows, Mac, Linux"
2023-03-06,openai-scf-proxy,https://github.com/Ice-Hazymoon/openai-scf-proxy,2241,"🔠 🔨 ""JavaScript""",使用腾讯云函数一分钟搭建 OpenAI 免翻墙代理
2023-03-06,chatarena,https://github.com/chatarena/chatarena,966,"🔠 🔨 ""Python""",ChatArena (or Chat Arena) is a Multi-Agent Language Game Environments for LLMs. The goal is to develop communication and collaboration capabilities of AIs.
2023-03-06,chat-with-gpt,https://github.com/cogentapps/chat-with-gpt,1955,"🔠 🔨 ""TypeScript""",An open-source ChatGPT app with a voice
2023-03-06,opencommit,https://github.com/di-sukharev/opencommit,4404,"🔠 🔨 ""JavaScript""",Auto-generate impressive commits with AI in 1 second 🤯🔫
2023-03-06,web-stable-diffusion,https://github.com/mlc-ai/web-stable-diffusion,3068,🖼️ 💡,Bringing stable diffusion models to web browsers. Everything runs inside the browser with no server support. 
2023-03-06,GPTQ-for-LLaMa,https://github.com/qwopqwop200/GPTQ-for-LLaMa,2558,🔠 ✂️,4 bits quantization of LLaMA using GPTQ
2023-03-06,Learning-Prompt,https://github.com/thinkingjimmy/Learning-Prompt,4702,🔠 📝,Free prompt engineering online course. ChatGPT and Midjourney tutorials are now included!
2023-03-05,gerev,https://github.com/GerevAI/gerev,2461,"🔠 🔨 ""Python""",🧠 AI-powered enterprise search engine 🔎
2023-03-05,AIShader,https://github.com/keijiro/AIShader,2014,"🔠 🔨 ""C#""",ChatGPT-powered shader generator for Unity
2023-03-05,llama-dl,https://github.com/shawwn/llama-dl,4039,🔠 ❓,"High-speed download of LLaMA, Facebook's 65B parameter GPT model"
2023-03-04,CodeGPT,https://github.com/appleboy/CodeGPT,723,"🔠 🔨 ""Go""","A CLI written in Go language that writes git commit messages or do a code review brief for you using ChatGPT AI (gpt-4, gpt-3.5-turbo model) and automatically installs a git prepare-commit-msg hook."
2023-03-04,chatgpt-md,https://github.com/bramses/chatgpt-md,704,"🔠 🔨 ""TypeScript""",A (nearly) seamless integration of ChatGPT into Obsidian.
2023-03-04,chathub,https://github.com/chathub-dev/chathub,8010,"🔠 🔨 ""TypeScript""",All-in-one chatbot client
2023-03-04,e2b,https://github.com/e2b-dev/e2b,5391,"🔠 🔨 ""TypeScript""",Monorepo for E2B - Cloud Operating System for AI Agents
2023-03-04,openai-translator,https://github.com/openai-translator/openai-translator,17751,"🔠 🔨 ""TypeScript""",基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用    -    Browser extension and cross-platform desktop application for translation based on ChatGPT API.
2023-03-04,chatgpt-vercel,https://github.com/ourongxing/chatgpt-vercel,2949,"🔠 🔨 ""TypeScript""",Elegant and Powerfull. Powered by OpenAI and Vercel.
2023-03-04,ai-vocabulary-builder,https://github.com/piglei/ai-vocabulary-builder,831,"🔠 🔨 ""Python""",一个使用了 AI 技术的智能生词本工具，特色功能：自动添加生词、读故事助记单词。
2023-03-04,chatgpt-web,https://github.com/xqdoo00o/chatgpt-web,744,"🔠 🔨 ""HTML""",Pure Javascript ChatGPT demo based on OpenAI API
2023-03-04,ai-component-generator,https://github.com/yuvalsuede/ai-component-generator,1255,"🔠 🔨 ""TypeScript""",This project generates almost any UI components with OpenAI's ChatGPT and allows you to copy the html code
2023-03-04,DDSP-SVC,https://github.com/yxlllc/DDSP-SVC,1070,🎵 ⛽ 🚌 2️⃣,Real-time end-to-end singing voice conversion system based on DDSP (Differentiable Digital Signal Processing)
2023-03-03,ChatGPT-Telegram-Workers,https://github.com/TBXark/ChatGPT-Telegram-Workers,2860,"🔠 🔨 ""JavaScript""",Deploy your own Telegram ChatGPT bot on Cloudflare Workers with ease.
2023-03-03,CodeGPT.nvim,https://github.com/dpayne/CodeGPT.nvim,698,"🔠 🔨 ""Lua""",CodeGPT is a plugin for neovim that provides commands to interact with ChatGPT.
2023-03-03,openai-api-proxy,https://github.com/easychen/openai-api-proxy,1255,"🔠 🔨 ""JavaScript""",一行Docker命令部署的 OpenAI/GPT API代理，支持SSE流式返回、腾讯云函数 。Simple proxy for OpenAi api via a one-line docker command
2023-03-03,OpenGpt,https://github.com/futantan/OpenGpt,3623,"🔠 🔨 ""TypeScript""",Create your own ChatGPT App in seconds.
2023-03-03,chatgpt-web-share,https://github.com/moeakwak/chatgpt-web-share,2392,"🔠 🔨 ""Vue""","A fully-featured multi-user ChatGPT Web system, with Plus account or API as providers."
2023-03-03,bob-plugin-openai-polisher,https://github.com/openai-translator/bob-plugin-openai-polisher,609,"🔠 🔨 ""JavaScript""",使用 ChatGPT API 给文本进行润色和语法纠错的 Bob 插件！完美代替 Grammarly！Licensed under CC BY-NC-SA 4.0
2023-03-03,aichat,https://github.com/sigoden/aichat,1468,"🔠 🔨 ""Rust""",Using ChatGPT/GPT-3.5/GPT-4 in the terminal.
2023-03-03,OpenChatKit,https://github.com/togethercomputer/OpenChatKit,8861,🔠 ⛽ 🚌 1️⃣ 2️⃣,
2023-03-03,BetterChatGPT,https://github.com/ztjhz/BetterChatGPT,5785,"🔠 🔨 ""TypeScript""",An amazing UI for OpenAI's ChatGPT (Website + Windows + MacOS + Linux)
2023-03-02,ChuanhuChatGPT,https://github.com/GaiZhenbiao/ChuanhuChatGPT,12140,"🔠 🔨 ""Python""",GUI for ChatGPT API and many LLMs
2023-03-02,chatgpt-web,https://github.com/Niek/chatgpt-web,772,"🔠 🔨 ""Svelte""",ChatGPT web interface using the OpenAI API
2023-03-02,chatgpt-demo,https://github.com/anse-app/chatgpt-demo,7506,"🔠 🔨 ""TypeScript""",Minimal web UI for ChatGPT. 
2023-03-02,sd-webui-depth-lib,https://github.com/jexom/sd-webui-depth-lib,1232,🖼️ 🔌,Depth map library for use with the Control Net extension for Automatic1111/stable-diffusion-webui
2023-03-02,TaskMatrix,https://github.com/microsoft/TaskMatrix,33987,"🔠 🖼️ 🔨 ""Python""",TaskMatrix connects ChatGPT and a series of Visual Foundation Models to enable sending and receiving images during chatting.
2023-03-02,whisper-jax,https://github.com/sanchit-gandhi/whisper-jax,3265,🎵 ❓,JAX implementation of OpenAI's Whisper model for up to 70x speed-up on TPU.
2023-03-02,chatgptProxyAPI,https://github.com/x-dr/chatgptProxyAPI,2289,"🔠 🔨 ""HTML""",🔥 使用cloudflare 搭建免费的 OpenAI api代理 ，解决网络无法访问问题。支持流式输出
2023-03-02,bilingual_book_maker,https://github.com/yihong0618/bilingual_book_maker,6138,"🔠 🔨 ""Python""",Make bilingual epub books Using AI translate
2023-03-01,Word-As-Image,https://github.com/Shiriluz/Word-As-Image,996,"🖼️ 🔨 ""Python""",
2023-03-01,paul-graham-gpt,https://github.com/mckaywrigley/paul-graham-gpt,2476,"🔠 🔨 ""TypeScript""",AI search & chat for all of Paul Graham’s essays.
2023-02-28,WPeChatGPT,https://github.com/WPeace-HcH/WPeChatGPT,678,"🔠 🔨 ""Python""","A plugin for IDA that can help to analyze binary file, it is based on the gpt-3.5-turbo model trained by OpenAI, the same as ChatGPT."
2023-02-28,textSQL,https://github.com/caesarHQ/textSQL,1429,"🔠 🔨 ""JavaScript""",a project which uses LLMs to democratize access to data analysis.
2023-02-28,chatgpt-pgvector,https://github.com/gannonh/chatgpt-pgvector,888,"🔠 🔨 ""TypeScript""",ChatGTP (gpt3.5-turbo) starter app
2023-02-28,pyllama,https://github.com/juncongmoo/pyllama,2590,🔠 ✂️,LLaMA: Open and Efficient Foundation Language Models
2023-02-27,PentestGPT,https://github.com/GreyDGL/PentestGPT,4924,"🔠 🔨 ""Python""",A GPT-empowered penetration testing tool
2023-02-27,LyCORIS,https://github.com/KohakuBlueleaf/LyCORIS,1389,🖼️ 📝,"Lora beYond Conventional methods, Other Rank adaptation Implementations for Stable diffusion."
2023-02-27,sd-webui-mov2mov,https://github.com/Scholar01/sd-webui-mov2mov,1467,🖼️ 🔌,适用于Automatic1111/stable-diffusion-webui 的 Mov2mov 插件。
2023-02-27,LLM-As-Chatbot,https://github.com/deep-diver/LLM-As-Chatbot,2999,"🔠 🔨 ""Python""",LLM as a Chatbot Service
2023-02-27,chatllama,https://github.com/juncongmoo/chatllama,1127,🔠 3️⃣,ChatLLaMA 📢 Open source implementation for LLaMA-based ChatGPT runnable in a single GPU. 15x faster training process than ChatGPT
2023-02-27,semantic-kernel,https://github.com/microsoft/semantic-kernel,12128,"🔠 🔨 ""C#""",Integrate cutting-edge LLM technology quickly and easily into your apps
2023-02-27,multidiffusion-upscaler-for-automatic1111,https://github.com/pkuliyi2015/multidiffusion-upscaler-for-automatic1111,3449,🖼️ 🔌,"Tiled Diffusion and VAE optimize, licensed under CC BY-NC-SA 4.0"
2023-02-27,PandoraAI,https://github.com/waylaidwanderer/PandoraAI,730,"🔠 🔨 ""Vue""","PandoraAI is a web chat client powered by node-chatgpt-api, allowing users to easily chat with multiple AI systems while also offering support for custom presets. With its seamless and convenient design, PandoraAI provides an engaging conversational AI experience."
2023-02-26,BibiGPT,https://github.com/JimmyLv/BibiGPT,4086,"🔠 🎵 🎥 🔨 ""TypeScript""","BibiGPT v1 · one-Click AI Summary for Audio/Video & Chat with Learning Content: Bilibili \| YouTube \| Tweet丨TikTok丨Dropbox丨Google Drive丨Local files \| Websites丨Podcasts \| Meetings \| Lectures, etc. 音视频内容 AI 一键总结 & 对话：哔哩哔哩丨YouTube丨推特丨小红书丨抖音丨快手丨百度网盘丨阿里云盘丨网页丨播客丨会议丨本地文件等 (原 BiliGPT 省流神器 & AI课代表)"
2023-02-26,ChatGPT-Siri,https://github.com/Yue-Yang/ChatGPT-Siri,3296,🔠 🔨,"Shortcuts for Siri using ChatGPT API gpt-3.5-turbo & gpt-4 model, supports continuous conversations, configure the API key & save chat records. 由 ChatGPT API gpt-3.5-turbo & gpt-4 模型驱动的智能 Siri，支持连续对话，配置API key，配置系统prompt，保存聊天记录。"
2023-02-26,go-chatgpt-api,https://github.com/linweiyuan/go-chatgpt-api,1150,"🔠 🔨 ""Go""",一个尝试绕过 Cloudflare 来使用 ChatGPT 接口的程序
2023-02-26,AI0x0.com,https://github.com/mushan0x0/AI0x0.com,2772,🔠 🔨,一个多模态多模型通用型的全能 AI 查询生成桌面悬浮助手应用
2023-02-26,openplayground,https://github.com/nat/openplayground,5347,"🔠 🔨 ""TypeScript""",An LLM playground you can run on your laptop
2023-02-26,consistency_models,https://github.com/openai/consistency_models,5392,🖼️ 🚌 2️⃣ ✂️,Official repo for consistency models.
2023-02-25,sd-webui-llul,https://github.com/hnmr293/sd-webui-llul,673,🖼️ 🔌,LLuL - Local Latent upscaLer
2023-02-24,ChatGPT-Shortcut,https://github.com/rockbenben/ChatGPT-Shortcut,5125,🔠 📝,"🚀💪Maximize your efficiency and productivity, support for English,中文,Español,العربية. 让生产力加倍的ChatGPT快捷指令，无需熟悉提示词，就能轻松搜索、优化和管理Prompts，适应多语言及各种生产效率场景。"
2023-02-24,vocode-python,https://github.com/vocodedev/vocode-python,1659,"🔠 🎵 🔨 ""Python""",🤖 Build voice-based LLM agents. Modular + open source.
2023-02-23,Blender-ControlNet,https://github.com/coolzilj/Blender-ControlNet,688,🖼️ 🔌,Using ControlNet right in Blender.
2023-02-23,chilloutai,https://github.com/kale5195/chilloutai,761,🖼️ 📝,AI 图片生成
2023-02-23,FastGPT,https://github.com/labring/FastGPT,3902,"🔠 🔨 ""TypeScript""","FastGPT is a knowledge-based question answering system built on the LLM. It offers out-of-the-box data processing and model invocation capabilities. Moreover, it allows for workflow orchestration through Flow visualization, thereby enabling complex question and answer scenarios!"
2023-02-22,nofwl,https://github.com/lencx/nofwl,3318,"🔠 🔨 ""Rust""",NoFWL Desktop Application
2023-02-21,roomGPT,https://github.com/Nutlope/roomGPT,8375,"🖼️ 🔨 ""TypeScript""",Upload a photo of your room to generate your dream room with AI.
2023-02-21,prompt-patterns,https://github.com/prompt-engineering/prompt-patterns,2437,🔠 📝,Prompt 编写模式：如何将思维框架赋予机器，以设计模式的形式来思考 prompt
2023-02-19,llm-security,https://github.com/greshake/llm-security,1331,🔠 📝,New ways of breaking app-integrated LLMs 
2023-02-19,bob-plugin-openai-translator,https://github.com/openai-translator/bob-plugin-openai-translator,4963,"🔠 🔨 ""JavaScript""",基于 ChatGPT API 的文本翻译、文本润色、语法纠错 Bob 插件，让我们一起迎接不需要巴别塔的新时代！Licensed under CC BY-NC-SA 4.0
2023-02-19,understand-prompt,https://github.com/prompt-engineering/understand-prompt,3368,🔠 🖼️ 📝,【🔞🔞🔞 内含不适合未成年人阅读的图片】基于我擅长的编程、绘画、写作展开的 AI 探索和总结：StableDiffusion 是一种强大的图像生成模型，能够通过对一张图片进行演化来生成新的图片。ChatGPT 是一个基于 Transformer 的语言生成模型，它能够自动为输入的主题生成合适的文章。而 Github Copilot 是一个智能编程助手，能够加速日常编程活动。
2023-02-17,chat-ui,https://github.com/huggingface/chat-ui,3402,"🔠 🔨 ""TypeScript""",Open source codebase powering the HuggingChat app
2023-02-16,BingGPT,https://github.com/dice2o/BingGPT,8935,"🔠 🔨 ""JavaScript""","Desktop application of new Bing's AI-powered chat (Windows, macOS and Linux)"
2023-02-16,chatgpt,https://github.com/dirk1983/chatgpt,2355,"🔠 🔨 ""JavaScript""",全网最易部署，响应速度最快的ChatGPT环境。PHP版调用OpenAI接口进行问答和画图，采用Stream流模式通信，一边生成一边输出。前端采用EventSource，支持Markdown格式解析，支持公式显示，代码有着色处理，支持画图。页面UI简洁，支持上下文连续会话。源码只有几个文件，没用任何框架，支持所有PHP版本，全部开源，极易二开。保姆级教程，全部周边资源，欢迎进群交流，一切全免费。
2023-02-16,unlocking-the-power-of-llms,https://github.com/howl-anderson/unlocking-the-power-of-llms,2438,🔠 📝,使用 Prompts 和 Chains 让 ChatGPT 成为神奇的生产力工具！Unlocking the power of LLMs.
2023-02-16,xiaogpt,https://github.com/yihong0618/xiaogpt,3767,"🔠 🔨 ""Python""",Play ChatGPT and other LLM with Xiaomi AI Speaker
2023-02-15,ChatGPT_DAN,https://github.com/0xk1h0/ChatGPT_DAN,3891,🔠 📝,"ChatGPT DAN, Jailbreaks prompt"
2023-02-15,FlexGen,https://github.com/FMInference/FlexGen,8481,🔠 💡,Running large language models on a single GPU for throughput-oriented scenarios.
2023-02-15,T2I-Adapter,https://github.com/TencentARC/T2I-Adapter,2293,🔠 🖼️ 🚌,T2I-Adapter
2023-02-14,aicommits,https://github.com/Nutlope/aicommits,6200,"🔠 🔨 ""TypeScript""",A CLI that writes your git commit messages for you with AI
2023-02-14,llama,https://github.com/facebookresearch/llama,40567,🔠 🚌,Inference code for LLaMA models
2023-02-13,langchain-tutorials,https://github.com/gkamradt/langchain-tutorials,4857,🔠 📝,Overview and tutorial of the LangChain Library
2023-02-13,scribble-diffusion,https://github.com/replicate/scribble-diffusion,2593,"🖼️ 🔨 ""JavaScript""",Turn your rough sketch into a refined image using AI
2023-02-13,transformers.js,https://github.com/xenova/transformers.js,3422,🔠 ❓,"State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!"
2023-02-12,sd-webui-controlnet,https://github.com/Mikubill/sd-webui-controlnet,12357,🖼️ 🔌,WebUI extension for ControlNet
2023-02-11,FinGPT,https://github.com/AI4Finance-Foundation/FinGPT,8168,🔠 ⛽ 🚕 🀄,Data-Centric FinGPT.  Open-source for open finance!  Revolutionize 🔥    We release the trained model on HuggingFace.
2023-02-11,chatgpt-java,https://github.com/Grt1228/chatgpt-java,2351,"🔠 🔨 ""Java""",ChatGPT Java SDK支持流式输出、Gpt插件、联网。支持OpenAI官方所有接口。ChatGPT的Java客户端。OpenAI GPT-3.5-Turb GPT-4  Api Client for Java
2023-02-11,VITS-fast-fine-tuning,https://github.com/Plachtaa/VITS-fast-fine-tuning,2998,🎵 2️⃣,"This repo is a pipeline of VITS finetuning for fast speaker adaptation TTS, and many-to-many voice conversion"
2023-02-11,ChatGPT-CodeReview,https://github.com/anc95/ChatGPT-CodeReview,2897,"🔠 🔨 ""JavaScript""",🐥 A code review bot powered by ChatGPT
2023-02-11,faster-whisper,https://github.com/guillaumekln/faster-whisper,4474,🎵 💡,Faster Whisper transcription with CTranslate2
2023-02-10,chatgpt-web,https://github.com/869413421/chatgpt-web,3109,"🔠 🔨 ""Go""",基于ChatGPT3.5 API实现的私有化web程序
2023-02-09,chatgpt-web,https://github.com/Chanzhaoyu/chatgpt-web,26510,"🔠 🔨 ""Vue""",用 Express 和  Vue3 搭建的 ChatGPT 演示网页
2023-02-09,SillyTavern,https://github.com/SillyTavern/SillyTavern,2097,"🔠 🔨 ""JavaScript""",LLM Frontend for Power Users.
2023-02-09,EdgeGPT,https://github.com/acheong08/EdgeGPT,7867,"🔠 🔨 ""Python""",Reverse engineered API of Microsoft's Bing Chat AI
2023-02-09,weekly_report,https://github.com/guaguaguaxia/weekly_report,3022,"🔠 🔨 ""CSS""",简单描述工作内容，帮你生成完整周报
2023-02-09,Awesome-Prompt-Engineering,https://github.com/promptslab/Awesome-Prompt-Engineering,2053,🔠 📝,"This repository contains a hand-curated resources for Prompt Engineering with a focus on Generative Pre-trained Transformer (GPT), ChatGPT, PaLM etc "
2023-02-09,vllm,https://github.com/vllm-project/vllm,5970,🔠 💡,A high-throughput and memory-efficient inference and serving engine for LLMs
2023-02-09,bot-on-anything,https://github.com/zhayujie/bot-on-anything,3133,"🔠 🔨 ""Python""","Connect AI models (like ChatGPT-3.5/4.0, Baidu Yiyan, New Bing, Bard) to apps (like Wechat, public account, DingTalk, Telegram,  QQ).  将 ChatGPT、必应、文心一言、谷歌Bard 等对话模型连接各类应用，如微信、公众号、QQ、Telegram、Gmail、Slack、Web、企业微信、飞书、钉钉等。"
2023-02-08,azure-search-openai-demo,https://github.com/Azure-Samples/azure-search-openai-demo,3469,"🔠 🔨 ""Python""","A sample app for the Retrieval-Augmented Generation pattern running in Azure, using Azure Cognitive Search for retrieval and Azure OpenAI large language models  to power ChatGPT-style and Q&A experiences."
2023-02-08,langflow,https://github.com/logspace-ai/langflow,11916,"🔠 🔨 ""Python""","⛓️ Langflow is a UI for LangChain, designed with react-flow to provide an effortless way to experiment and prototype flows."
2023-02-07,Feishu-OpenAI,https://github.com/ConnectAI-E/Feishu-OpenAI,4812,"🔠 🔨 ""Go""",🎒 飞书  ×（GPT-4 + DALL·E + Whisper）=  飞一般的工作体验  🚀 语音对话、角色扮演、多话题讨论、图片创作、表格分析、文档导出 🚀
2023-02-06,langchainjs,https://github.com/hwchase17/langchainjs,7964,"🔠 🔨 ""TypeScript""",This is built to integrate as seamlessly as possible with the LangChain Python package.
2023-02-05,paper-qa,https://github.com/whitead/paper-qa,2980,"🔠 🔨 ""Python""",LLM Chain for answering questions from documents with citations
2023-02-02,DocsGPT,https://github.com/arc53/DocsGPT,6387,"🔠 🔨 ""Python""","GPT-powered chat for documentation, chat with your documents"
2023-02-01,llama-hub,https://github.com/emptycrown/llama-hub,2268,"🔠 🔨 ""Jupyter""",A library of data loaders for LLMs made by the community -- to be used with GPT Index and/or LangChain
2023-02-01,ControlNet,https://github.com/lllyasviel/ControlNet,23086,🖼️ 🚌 2️⃣,Let us control diffusion models!
2023-02-01,researchgpt,https://github.com/mukulpatnaik/researchgpt,3329,"🔠 🔨 ""Python""",A LLM based research assistant that allows you to have a conversation with a research paper
2023-01-31,GraphGPT,https://github.com/varunshenoy/GraphGPT,3774,"🔠 🔨 ""JavaScript""",Extrapolating knowledge graphs from unstructured text using GPT-3 🕵️‍♂️
2023-01-29,guardrails,https://github.com/ShreyaR/guardrails,2107,"🔠 🔨 ""Python""",Adding guardrails to large language models.
2023-01-27,musiclm-pytorch,https://github.com/lucidrains/musiclm-pytorch,2678,🎵 🚌 2️⃣ ✂️,"Implementation of MusicLM, Google's new SOTA model for music generation using attention networks, in Pytorch"
2023-01-23,evals,https://github.com/openai/evals,11642,🔠 ⛽,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
2023-01-21,backend-GPT,https://github.com/RootbeerComputer/backend-GPT,2891,"🔠 🔨 ""JavaScript""",
2023-01-20,IF,https://github.com/deep-floyd/IF,7059,🖼️ 🚌,
2023-01-18,shell_gpt,https://github.com/TheR1D/shell_gpt,5932,"🔠 🔨 ""Python""","A command-line productivity tool powered by GPT-3 and GPT-4, will help you accomplish your tasks faster and more efficiently."
2023-01-17,ComfyUI,https://github.com/comfyanonymous/ComfyUI,11509,"🖼️ 🔨 ""Python""",A powerful and modular stable diffusion GUI with a graph/nodes interface.
2023-01-16,chat-langchain,https://github.com/langchain-ai/chat-langchain,3359,"🔠 🔨 ""Python""",This repository provides a Windows-focused Gradio GUI for Kohya's Stable Diffusion trainers. The GUI allows you to set the training parameters and generate and run the required CLI commands to train the model.
2023-01-13,ChatRWKV,https://github.com/BlinkDL/ChatRWKV,8686,🔠 🚌,"ChatRWKV is like ChatGPT but powered by RWKV (100% RNN) language model, and open source."
2023-01-13,gptcommit,https://github.com/zurawiki/gptcommit,2152,"🔠 🔨 ""Rust""",A git prepare-commit-msg hook for authoring commit messages with GPT-3.
2023-01-12,ML-Papers-Explained,https://github.com/dair-ai/ML-Papers-Explained,4527,📝,Explanation to key concepts in ML
2023-01-09,instruct-pix2pix,https://github.com/timothybrooks/instruct-pix2pix,5162,🖼️ ⛽ 🚌 2️⃣,"PyTorch implementation of InstructPix2Pix, an instruction-based image editing model"
2023-01-08,ML-Papers-of-the-Week,https://github.com/dair-ai/ML-Papers-of-the-Week,4766,🔠 🖼️ 🎵 🎥 📝,🔥Highlighting the top ML papers every week.
2023-01-07,Whisper,https://github.com/Const-me/Whisper,4746,"🎵 🔨 ""C++""",High-performance GPGPU inference of OpenAI's Whisper automatic speech recognition (ASR) model
2023-01-07,node-chatgpt-api,https://github.com/waylaidwanderer/node-chatgpt-api,3919,"🔠 🔨 ""JavaScript""","A client implementation for ChatGPT and Bing AI. Available as a Node.js module, REST API server, and CLI app."
2022-12-28,nanoGPT,https://github.com/karpathy/nanoGPT,24301,🔠 ⛽ 🚌 1️⃣ 2️⃣,"The simplest, fastest repository for training/finetuning medium-sized GPTs."
2022-12-25,Tune-A-Video,https://github.com/showlab/Tune-A-Video,3589,🎥 🚌,[ICCV 2023] Tune-A-Video: One-Shot Tuning of Image Diffusion Models for Text-to-Video Generation
